Hz,Rfb reduced 1.2k,Rfb reduced 1.2k bis,all grounded,braid grounded 1 side,braid grounded 1 side bis,braid grounded 1 side ter,braid grounded 1 side ext. Power supply,Rfb back to 3k
31912500,1.53E-07,1.55E-07,1.27E-07,2.07E-07,1.35E-07,1.44E-07,1.38E-07,9.64E-08
31925000,1.48E-07,1.56E-07,1.72E-07,1.54E-07,1.35E-07,1.79E-07,2.02E-07,1.50E-07
31956250,2.08E-07,1.17E-07,1.73E-07,1.60E-07,1.32E-07,1.72E-07,1.38E-07,1.42E-07
31962500,2.02E-07,1.51E-07,1.52E-07,1.72E-07,1.45E-07,1.47E-07,1.29E-07,1.44E-07
32000000,1.49E-07,1.53E-07,1.44E-07,1.43E-07,1.52E-07,1.56E-07,1.54E-07,1.52E-07
32000000,1.29E-07,1.62E-07,1.53E-07,1.57E-07,1.34E-07,2.13E-07,1.86E-07,1.50E-07
32037500,1.96E-07,1.34E-07,1.46E-07,1.44E-07,1.23E-07,1.32E-07,1.91E-07,1.40E-07
32043750,1.69E-07,1.86E-07,1.22E-07,1.76E-07,1.42E-07,1.49E-07,1.27E-07,1.28E-07
32075000,1.82E-07,1.72E-07,1.98E-07,1.85E-07,1.39E-07,1.50E-07,1.50E-07,1.03E-07
32087500,1.64E-07,1.51E-07,1.20E-07,1.59E-07,1.58E-07,1.02E-07,1.42E-07,1.74E-07
32112500,1.43E-07,1.57E-07,1.54E-07,1.68E-07,1.51E-07,1.19E-07,1.45E-07,1.24E-07
32131250,1.30E-07,1.61E-07,1.38E-07,1.32E-07,1.17E-07,1.53E-07,1.82E-07,1.72E-07
32150000,1.77E-07,1.36E-07,1.68E-07,1.95E-07,1.48E-07,1.56E-07,1.73E-07,1.66E-07
32175000,1.64E-07,1.91E-07,1.39E-07,1.42E-07,1.26E-07,1.61E-07,1.48E-07,1.28E-07
32187500,1.28E-07,1.61E-07,1.60E-07,1.18E-07,1.53E-07,1.62E-07,1.64E-07,1.68E-07
32218750,1.29E-07,1.78E-07,1.74E-07,1.70E-07,1.80E-07,1.55E-07,1.35E-07,9.75E-08
32225000,1.44E-07,1.09E-07,1.54E-07,1.54E-07,1.27E-07,1.81E-07,1.57E-07,1.57E-07
32262500,1.69E-07,1.48E-07,1.22E-07,1.52E-07,1.53E-07,1.35E-07,1.16E-07,1.04E-07
32262500,1.57E-07,1.59E-07,1.53E-07,1.80E-07,1.40E-07,1.58E-07,1.57E-07,1.09E-07
32300000,1.37E-07,1.48E-07,1.94E-07,1.18E-07,1.58E-07,1.67E-07,1.77E-07,1.52E-07
32306250,1.51E-07,1.66E-07,1.38E-07,1.28E-07,1.89E-07,1.67E-07,1.50E-07,1.76E-07
32337500,1.47E-07,1.71E-07,9.41E-08,1.86E-07,1.78E-07,1.27E-07,1.41E-07,1.18E-07
32350000,1.35E-07,1.69E-07,1.08E-07,1.98E-07,1.70E-07,1.50E-07,1.78E-07,1.11E-07
32375000,1.61E-07,1.65E-07,1.61E-07,1.95E-07,1.71E-07,1.43E-07,1.34E-07,1.45E-07
32393750,1.47E-07,1.27E-07,1.55E-07,1.19E-07,1.85E-07,1.80E-07,1.75E-07,1.23E-07
32412500,1.64E-07,1.33E-07,1.90E-07,1.39E-07,1.82E-07,1.75E-07,1.87E-07,1.32E-07
32437500,1.34E-07,1.63E-07,1.52E-07,1.35E-07,1.28E-07,1.78E-07,1.39E-07,1.66E-07
32450000,1.67E-07,1.72E-07,1.30E-07,1.52E-07,1.56E-07,1.26E-07,1.21E-07,1.29E-07
32481250,1.79E-07,1.40E-07,1.60E-07,2.56E-07,1.88E-07,1.66E-07,1.94E-07,1.62E-07
32487500,1.31E-07,1.71E-07,1.29E-07,1.75E-07,1.55E-07,1.65E-07,1.57E-07,1.56E-07
32525000,1.56E-07,1.27E-07,1.49E-07,1.55E-07,1.48E-07,1.54E-07,2.03E-07,1.38E-07
32525000,1.64E-07,1.39E-07,1.60E-07,1.38E-07,1.34E-07,1.91E-07,1.51E-07,1.21E-07
32562500,1.76E-07,2.11E-07,1.21E-07,1.67E-07,1.40E-07,1.49E-07,1.71E-07,1.15E-07
32568750,1.37E-07,1.70E-07,1.32E-07,1.99E-07,1.66E-07,1.44E-07,1.91E-07,1.25E-07
32600000,1.56E-07,1.47E-07,2.06E-07,2.18E-07,1.28E-07,1.63E-07,1.67E-07,1.33E-07
32612500,1.31E-07,1.43E-07,1.26E-07,2.15E-07,1.32E-07,1.61E-07,1.47E-07,1.30E-07
32637500,1.55E-07,1.54E-07,1.29E-07,1.94E-07,1.94E-07,1.34E-07,1.56E-07,1.34E-07
32656250,1.48E-07,1.87E-07,1.76E-07,1.36E-07,1.55E-07,1.54E-07,1.42E-07,1.52E-07
32675000,1.51E-07,2.27E-07,1.54E-07,1.59E-07,1.53E-07,1.20E-07,1.26E-07,1.37E-07
32700000,9.78E-08,1.39E-07,1.23E-07,1.36E-07,1.29E-07,1.60E-07,1.10E-07,1.23E-07
32712500,1.66E-07,1.66E-07,1.30E-07,2.36E-07,1.68E-07,1.56E-07,1.45E-07,1.48E-07
32743750,1.42E-07,1.64E-07,1.56E-07,1.44E-07,1.63E-07,1.56E-07,1.91E-07,1.34E-07
32750000,1.61E-07,1.63E-07,1.43E-07,2.02E-07,1.87E-07,1.69E-07,1.33E-07,1.48E-07
32787500,1.69E-07,1.42E-07,1.39E-07,1.18E-07,1.63E-07,1.78E-07,1.78E-07,1.14E-07
32787500,1.58E-07,1.42E-07,1.09E-07,2.05E-07,1.57E-07,1.68E-07,1.61E-07,1.10E-07
32825000,1.49E-07,1.57E-07,1.99E-07,1.73E-07,1.87E-07,1.74E-07,1.59E-07,1.48E-07
32831250,1.70E-07,1.11E-07,1.11E-07,1.55E-07,1.61E-07,1.86E-07,1.70E-07,1.18E-07
32862500,1.80E-07,2.19E-07,1.21E-07,1.41E-07,1.29E-07,1.43E-07,1.30E-07,1.49E-07
32875000,1.49E-07,1.33E-07,1.50E-07,1.60E-07,2.06E-07,1.84E-07,1.49E-07,1.21E-07
32900000,1.52E-07,1.55E-07,1.27E-07,1.53E-07,1.57E-07,1.21E-07,1.71E-07,1.47E-07
32918750,1.37E-07,1.69E-07,1.52E-07,1.17E-07,1.27E-07,1.59E-07,1.67E-07,1.01E-07
32937500,1.93E-07,1.35E-07,1.31E-07,1.69E-07,1.69E-07,1.21E-07,1.36E-07,1.35E-07
32962500,1.66E-07,1.07E-07,1.27E-07,1.69E-07,1.11E-07,1.62E-07,1.60E-07,1.48E-07
32975000,1.59E-07,1.50E-07,1.65E-07,1.11E-07,1.72E-07,1.24E-07,1.51E-07,1.39E-07
33006250,1.33E-07,1.67E-07,1.24E-07,1.39E-07,1.65E-07,1.68E-07,1.45E-07,1.31E-07
33012500,1.22E-07,1.88E-07,1.39E-07,1.75E-07,2.08E-07,8.77E-08,1.42E-07,1.40E-07
33050000,1.56E-07,1.46E-07,1.69E-07,1.31E-07,1.31E-07,1.13E-07,1.99E-07,1.59E-07
33050000,1.67E-07,1.14E-07,1.65E-07,1.83E-07,1.16E-07,1.27E-07,1.50E-07,9.69E-08
33087500,1.59E-07,2.12E-07,1.89E-07,2.13E-07,1.56E-07,1.61E-07,1.72E-07,1.18E-07
33093750,1.33E-07,1.57E-07,9.39E-08,1.65E-07,1.11E-07,1.69E-07,1.37E-07,1.39E-07
33125000,1.17E-07,1.78E-07,1.38E-07,1.65E-07,1.73E-07,1.56E-07,1.69E-07,1.39E-07
33137500,1.94E-07,1.22E-07,1.44E-07,1.75E-07,1.56E-07,1.45E-07,2.22E-07,1.17E-07
33162500,1.24E-07,1.74E-07,1.34E-07,1.30E-07,1.07E-07,1.38E-07,1.04E-07,1.52E-07
33181250,1.43E-07,1.51E-07,1.50E-07,1.84E-07,1.41E-07,1.38E-07,1.95E-07,1.38E-07
33200000,1.70E-07,1.78E-07,1.46E-07,1.70E-07,1.35E-07,1.34E-07,1.39E-07,1.46E-07
33225000,1.64E-07,1.69E-07,1.57E-07,1.77E-07,1.70E-07,1.87E-07,1.28E-07,1.24E-07
33237500,1.76E-07,1.59E-07,1.20E-07,1.52E-07,1.71E-07,1.42E-07,1.60E-07,1.25E-07
33268750,1.24E-07,1.46E-07,1.62E-07,1.32E-07,1.72E-07,1.54E-07,1.32E-07,1.29E-07
33275000,1.66E-07,1.76E-07,1.39E-07,1.98E-07,1.43E-07,1.47E-07,1.16E-07,1.54E-07
33312500,1.42E-07,1.49E-07,1.64E-07,1.96E-07,1.23E-07,1.54E-07,1.77E-07,1.25E-07
33312500,1.49E-07,1.70E-07,1.82E-07,1.39E-07,1.37E-07,1.45E-07,1.98E-07,1.16E-07
33350000,1.09E-07,1.58E-07,1.36E-07,2.12E-07,1.69E-07,1.96E-07,7.38E-07,1.24E-07
33356250,1.88E-07,1.28E-07,1.36E-07,1.47E-07,1.54E-07,1.48E-07,1.43E-07,1.68E-07
33387500,1.74E-07,1.25E-07,1.91E-07,1.84E-07,1.37E-07,1.49E-07,1.53E-07,1.50E-07
33400000,1.81E-07,2.09E-07,1.67E-07,1.83E-07,1.88E-07,1.71E-07,1.89E-07,1.35E-07
33425000,1.31E-07,1.36E-07,1.19E-07,1.33E-07,1.72E-07,1.76E-07,1.78E-07,1.26E-07
33443750,1.98E-07,1.62E-07,1.57E-07,1.64E-07,1.43E-07,1.59E-07,1.61E-07,1.54E-07
33462500,1.77E-07,1.36E-07,1.16E-07,1.69E-07,1.45E-07,1.53E-07,1.77E-07,1.50E-07
33487500,1.35E-07,1.47E-07,1.71E-07,1.51E-07,1.62E-07,1.58E-07,1.38E-07,1.28E-07
33500000,1.36E-07,1.53E-07,1.13E-07,1.47E-07,1.44E-07,1.93E-07,1.51E-07,1.15E-07
33531250,1.95E-07,1.36E-07,1.54E-07,2.01E-07,1.34E-07,1.66E-07,1.99E-07,1.51E-07
33537500,1.51E-07,1.09E-07,1.37E-07,1.70E-07,1.14E-07,1.49E-07,1.59E-07,1.46E-07
33575000,1.18E-07,1.88E-07,1.58E-07,1.66E-07,1.81E-07,1.23E-07,1.57E-07,1.13E-07
33575000,1.77E-07,1.50E-07,1.16E-07,1.76E-07,1.49E-07,1.36E-07,1.37E-07,1.19E-07
33612500,1.71E-07,1.65E-07,1.33E-07,1.76E-07,1.38E-07,1.45E-07,1.80E-07,1.89E-07
33618750,1.74E-07,9.69E-08,1.75E-07,1.09E-07,9.39E-08,1.30E-07,1.48E-07,1.65E-07
33650000,1.84E-07,1.23E-07,1.30E-07,1.61E-07,1.26E-07,1.56E-07,1.34E-07,1.12E-07
33662500,1.68E-07,1.48E-07,1.61E-07,1.56E-07,1.31E-07,1.69E-07,1.83E-07,1.27E-07
33687500,1.18E-07,1.47E-07,1.63E-07,1.66E-07,1.29E-07,1.86E-07,1.21E-07,1.45E-07
33706250,1.25E-07,1.84E-07,1.85E-07,1.45E-07,1.41E-07,1.46E-07,1.71E-07,1.35E-07
33725000,1.71E-07,1.37E-07,1.29E-07,1.84E-07,1.71E-07,1.44E-07,1.90E-07,1.21E-07
33750000,1.65E-07,1.84E-07,1.38E-07,1.77E-07,1.40E-07,1.38E-07,1.78E-07,1.24E-07
33762500,1.42E-07,1.93E-07,1.47E-07,1.93E-07,1.62E-07,1.84E-07,1.32E-07,1.21E-07
33793750,1.85E-07,1.28E-07,1.30E-07,1.46E-07,1.46E-07,2.02E-07,1.36E-07,1.75E-07
33800000,1.28E-07,2.33E-07,1.42E-07,1.56E-07,1.18E-07,1.43E-07,1.34E-07,1.48E-07
33837500,1.65E-07,1.45E-07,1.30E-07,1.36E-07,1.10E-07,1.42E-07,1.26E-07,1.32E-07
33837500,1.23E-07,1.70E-07,1.55E-07,1.28E-07,1.64E-07,1.58E-07,1.89E-07,1.32E-07
33875000,1.51E-07,1.51E-07,1.10E-07,1.93E-07,1.69E-07,1.63E-07,1.26E-07,9.80E-08
33881250,1.79E-07,1.48E-07,1.55E-07,1.93E-07,1.02E-07,1.33E-07,1.89E-07,1.06E-07
33912500,1.53E-07,1.34E-07,1.66E-07,1.43E-07,1.39E-07,1.13E-07,1.69E-07,1.51E-07
33925000,1.61E-07,1.45E-07,1.26E-07,1.83E-07,1.19E-07,1.68E-07,1.98E-07,1.49E-07
33950000,1.53E-07,1.61E-07,1.38E-07,1.22E-07,1.67E-07,1.52E-07,1.76E-07,9.81E-08
33968750,1.65E-07,1.87E-07,1.65E-07,1.43E-07,1.50E-07,1.56E-07,1.46E-07,1.09E-07
33987500,1.47E-07,1.19E-07,1.57E-07,1.53E-07,1.40E-07,1.32E-07,1.85E-07,1.22E-07
34012500,1.37E-07,1.82E-07,1.45E-07,1.40E-07,1.55E-07,1.17E-07,1.29E-07,1.13E-07
34025000,1.71E-07,1.16E-07,1.33E-07,1.30E-07,1.71E-07,1.58E-07,1.42E-07,1.31E-07
34056250,1.13E-07,1.20E-07,1.00E-07,1.87E-07,1.20E-07,2.14E-07,1.27E-07,1.50E-07
34062500,1.27E-07,1.44E-07,1.70E-07,1.67E-07,1.26E-07,1.17E-07,1.48E-07,1.19E-07
34100000,1.41E-07,1.66E-07,1.58E-07,1.51E-07,1.58E-07,1.01E-07,1.90E-07,1.54E-07
34100000,1.68E-07,1.63E-07,1.28E-07,1.60E-07,1.58E-07,2.19E-07,1.61E-07,1.43E-07
34137500,1.52E-07,1.57E-07,1.50E-07,1.74E-07,1.40E-07,2.01E-07,1.05E-07,1.43E-07
34143750,2.01E-07,1.32E-07,1.60E-07,1.53E-07,1.65E-07,1.37E-07,1.41E-07,1.14E-07
34175000,1.38E-07,1.75E-07,1.72E-07,1.61E-07,1.96E-07,1.49E-07,1.07E-07,1.48E-07
34187500,1.20E-07,1.64E-07,1.18E-07,1.78E-07,1.58E-07,1.43E-07,1.59E-07,1.43E-07
34212500,1.29E-07,9.61E-08,1.20E-07,9.12E-08,1.59E-07,1.74E-07,1.65E-07,1.01E-07
34231250,1.16E-07,1.21E-07,1.75E-07,1.74E-07,1.33E-07,1.34E-07,1.77E-07,1.20E-07
34250000,1.35E-07,1.19E-07,1.24E-07,1.44E-07,1.87E-07,1.38E-07,1.84E-07,1.20E-07
34275000,1.71E-07,1.62E-07,1.43E-07,2.83E-07,1.26E-07,1.82E-07,6.11E-07,1.53E-07
34287500,1.48E-07,1.63E-07,1.16E-07,1.61E-07,1.37E-07,1.45E-07,1.77E-07,8.66E-08
34318750,1.63E-07,1.61E-07,1.26E-07,1.44E-07,1.62E-07,1.54E-07,1.34E-07,1.32E-07
34325000,1.40E-07,1.74E-07,1.88E-07,1.34E-07,1.38E-07,1.75E-07,1.94E-07,1.14E-07
34362500,2.07E-07,1.63E-07,1.49E-07,1.45E-07,1.63E-07,1.94E-07,1.33E-07,1.45E-07
34362500,1.77E-07,1.54E-07,1.36E-07,1.76E-07,1.69E-07,1.83E-07,1.20E-07,1.27E-07
34400000,1.37E-07,1.34E-07,1.21E-07,1.43E-07,1.03E-07,1.30E-07,1.25E-07,1.49E-07
34406250,1.15E-07,1.67E-07,1.47E-07,1.43E-07,1.65E-07,1.89E-07,1.05E-07,1.31E-07
34437500,1.29E-07,1.50E-07,1.72E-07,1.53E-07,1.69E-07,1.90E-07,1.31E-07,1.45E-07
34450000,1.58E-07,1.85E-07,1.54E-07,1.32E-07,1.62E-07,1.51E-07,2.09E-07,1.49E-07
34475000,1.71E-07,1.31E-07,1.45E-07,1.63E-07,1.37E-07,1.91E-07,1.99E-07,8.69E-08
34493750,1.48E-07,1.66E-07,1.54E-07,1.16E-07,1.79E-07,1.38E-07,1.20E-07,1.50E-07
34512500,1.38E-07,1.45E-07,1.21E-07,1.73E-07,1.38E-07,1.40E-07,1.49E-07,1.15E-07
34537500,1.06E-07,1.38E-07,1.20E-07,1.85E-07,1.19E-07,1.87E-07,1.69E-07,1.36E-07
34550000,1.34E-07,1.25E-07,1.63E-07,1.81E-07,1.79E-07,1.03E-07,1.48E-07,1.05E-07
34581250,1.71E-07,1.45E-07,1.75E-07,1.54E-07,1.68E-07,1.71E-07,1.61E-07,1.15E-07
34587500,1.72E-07,1.38E-07,1.54E-07,1.69E-07,1.18E-07,1.62E-07,1.26E-07,1.05E-07
34625000,1.39E-07,1.46E-07,1.42E-07,1.77E-07,1.57E-07,1.40E-07,1.50E-07,1.23E-07
34625000,1.56E-07,1.42E-07,1.56E-07,1.44E-07,1.60E-07,1.46E-07,1.52E-07,9.55E-08
34662500,1.33E-07,1.39E-07,1.28E-07,1.58E-07,1.07E-07,2.14E-07,1.56E-07,1.56E-07
34668750,1.14E-07,1.83E-07,1.28E-07,1.34E-07,1.54E-07,2.02E-07,1.54E-07,1.32E-07
34700000,1.40E-07,1.29E-07,1.50E-07,1.80E-07,1.73E-07,1.59E-07,1.36E-07,1.25E-07
34712500,1.58E-07,1.52E-07,1.59E-07,1.49E-07,1.52E-07,1.00E-07,1.94E-07,1.04E-07
34737500,1.55E-07,1.10E-07,1.42E-07,1.51E-07,1.32E-07,1.48E-07,1.40E-07,1.11E-07
34756250,1.75E-07,1.52E-07,1.29E-07,1.53E-07,1.40E-07,1.49E-07,1.87E-07,1.35E-07
34775000,1.41E-07,1.79E-07,1.21E-07,1.68E-07,1.17E-07,1.14E-07,1.91E-07,1.27E-07
34800000,1.20E-07,1.40E-07,1.06E-07,2.18E-07,1.28E-07,1.88E-07,2.08E-07,1.43E-07
34812500,1.43E-07,1.92E-07,1.39E-07,1.29E-07,1.72E-07,2.22E-07,1.60E-07,1.55E-07
34843750,1.70E-07,1.26E-07,1.28E-07,1.76E-07,1.49E-07,1.79E-07,1.55E-07,1.35E-07
34850000,1.28E-07,1.55E-07,1.27E-07,1.69E-07,1.79E-07,1.51E-07,1.31E-07,1.40E-07
34887500,1.47E-07,1.30E-07,1.42E-07,1.52E-07,1.62E-07,1.58E-07,1.63E-07,1.47E-07
34887500,1.56E-07,1.87E-07,1.65E-07,1.50E-07,1.41E-07,1.69E-07,1.39E-07,1.38E-07
34925000,1.34E-07,1.42E-07,2.00E-07,1.42E-07,1.42E-07,2.08E-07,2.03E-07,1.07E-07
34931250,1.79E-07,1.30E-07,1.49E-07,1.66E-07,1.07E-07,1.64E-07,1.65E-07,1.32E-07
34962500,1.53E-07,1.89E-07,1.79E-07,1.43E-07,1.51E-07,1.46E-07,1.60E-07,1.16E-07
34975000,1.16E-07,1.24E-07,1.07E-07,2.14E-07,1.63E-07,2.06E-07,1.33E-07,1.07E-07
35000000,1.12E-07,1.55E-07,1.40E-07,1.51E-07,1.15E-07,1.59E-07,1.45E-07,1.12E-07
35018750,1.55E-07,1.57E-07,1.54E-07,1.64E-07,1.43E-07,1.57E-07,1.45E-07,1.17E-07
35062500,1.34E-07,1.39E-07,1.35E-07,1.36E-07,1.72E-07,1.83E-07,1.73E-07,1.47E-07
35106250,1.75E-07,1.07E-07,1.29E-07,1.83E-07,1.44E-07,1.19E-07,1.83E-07,1.54E-07
35150000,1.70E-07,1.22E-07,1.31E-07,1.64E-07,1.76E-07,1.64E-07,1.80E-07,1.31E-07
35193750,1.22E-07,1.38E-07,1.14E-07,1.51E-07,1.47E-07,1.42E-07,1.39E-07,1.55E-07
35237500,1.90E-07,8.45E-08,1.49E-07,1.36E-07,1.43E-07,1.88E-07,1.71E-07,1.18E-07
35281250,1.56E-07,1.40E-07,1.33E-07,1.26E-07,1.35E-07,1.70E-07,1.33E-07,1.33E-07
35325000,1.37E-07,1.47E-07,1.42E-07,1.45E-07,1.43E-07,1.58E-07,1.44E-07,1.36E-07
35368750,1.73E-07,1.60E-07,1.87E-07,1.51E-07,1.21E-07,1.40E-07,1.04E-07,1.32E-07
35412500,1.50E-07,1.66E-07,1.27E-07,1.33E-07,1.72E-07,1.66E-07,1.34E-07,1.38E-07
35456250,1.79E-07,1.41E-07,1.44E-07,1.67E-07,1.16E-07,1.53E-07,1.31E-07,1.01E-07
35500000,1.47E-07,1.29E-07,1.49E-07,1.52E-07,1.78E-07,1.58E-07,1.80E-07,1.42E-07
35543750,1.66E-07,1.55E-07,1.08E-07,1.28E-07,1.81E-07,1.94E-07,1.39E-07,1.61E-07
35587500,1.22E-07,1.58E-07,1.51E-07,1.95E-07,1.88E-07,1.46E-07,1.45E-07,1.28E-07
35631250,1.57E-07,1.35E-07,1.52E-07,1.88E-07,1.57E-07,1.44E-07,1.31E-07,1.42E-07
35675000,1.50E-07,1.74E-07,1.88E-07,1.05E-07,1.94E-07,1.58E-07,1.61E-07,1.40E-07
35718750,1.38E-07,1.21E-07,1.53E-07,1.10E-07,1.50E-07,1.63E-07,1.55E-07,1.50E-07
35762500,1.92E-07,1.59E-07,1.35E-07,1.14E-07,1.37E-07,1.40E-07,1.17E-07,1.33E-07
35806250,1.82E-07,1.67E-07,1.56E-07,1.67E-07,1.41E-07,1.85E-07,1.60E-07,1.26E-07
35850000,1.73E-07,1.24E-07,1.44E-07,1.64E-07,1.68E-07,1.61E-07,1.29E-07,1.38E-07
35893750,1.79E-07,1.87E-07,1.06E-07,1.75E-07,1.62E-07,1.52E-07,1.88E-07,1.27E-07
35937500,1.85E-07,1.46E-07,1.33E-07,1.57E-07,1.84E-07,1.47E-07,1.15E-07,1.29E-07
35981250,1.33E-07,1.77E-07,1.33E-07,1.24E-07,1.26E-07,1.66E-07,8.90E-08,8.74E-08
36025000,1.55E-07,1.73E-07,1.52E-07,1.21E-07,1.85E-07,1.38E-07,1.34E-07,1.28E-07
36068750,1.63E-07,1.58E-07,9.38E-08,1.72E-07,1.09E-07,1.60E-07,1.60E-07,1.28E-07
36112500,1.87E-07,1.20E-07,1.85E-07,1.43E-07,1.81E-07,1.87E-07,1.16E-07,1.31E-07
36156250,1.43E-07,1.58E-07,1.32E-07,1.21E-07,1.72E-07,1.77E-07,1.53E-07,1.42E-07
36200000,1.62E-07,1.84E-07,1.60E-07,1.41E-07,1.51E-07,1.46E-07,1.38E-07,1.10E-07
36243750,1.35E-07,1.73E-07,1.70E-07,1.76E-07,1.47E-07,1.73E-07,1.71E-07,1.21E-07
36287500,1.68E-07,1.08E-07,1.22E-07,1.57E-07,1.59E-07,1.41E-07,1.27E-07,1.57E-07
36331250,1.46E-07,1.73E-07,1.76E-07,1.94E-07,1.78E-07,1.77E-07,1.18E-07,1.15E-07
36375000,1.67E-07,2.04E-07,1.41E-07,1.71E-07,1.48E-07,1.52E-07,1.49E-07,1.52E-07
36418750,1.31E-07,1.37E-07,9.19E-08,1.51E-07,1.81E-07,1.40E-07,1.72E-07,1.49E-07
36462500,1.47E-07,1.49E-07,1.13E-07,1.42E-07,1.53E-07,1.90E-07,1.56E-07,9.95E-08
36506250,1.68E-07,1.44E-07,1.25E-07,1.23E-07,1.49E-07,1.58E-07,2.13E-07,1.57E-07
36550000,1.79E-07,1.28E-07,1.80E-07,1.21E-07,1.44E-07,1.55E-07,1.74E-07,1.56E-07
36593750,1.48E-07,1.45E-07,1.70E-07,1.66E-07,1.42E-07,1.55E-07,1.69E-07,1.53E-07
36637500,1.02E-07,1.74E-07,1.51E-07,1.15E-07,9.83E-08,1.46E-07,1.77E-07,1.07E-07
36681250,1.53E-07,1.57E-07,1.51E-07,1.90E-07,1.46E-07,1.35E-07,1.80E-07,1.38E-07
36725000,1.50E-07,1.52E-07,1.81E-07,1.70E-07,1.14E-07,1.44E-07,1.68E-07,1.01E-07
36768750,1.25E-07,1.14E-07,1.46E-07,1.66E-07,2.81E-07,1.36E-07,1.70E-07,1.36E-07
36812500,1.33E-07,1.51E-07,1.54E-07,1.74E-07,1.22E-07,1.27E-07,1.60E-07,1.64E-07
36856250,1.50E-07,1.25E-07,1.48E-07,1.52E-07,1.52E-07,1.62E-07,1.41E-07,1.78E-07
36900000,1.39E-07,1.56E-07,1.62E-07,1.97E-07,2.39E-07,1.32E-07,8.08E-08,1.20E-07
36943750,1.41E-07,1.48E-07,1.37E-07,1.54E-07,1.49E-07,1.60E-07,1.59E-07,1.40E-07
36987500,1.79E-07,1.33E-07,1.80E-07,1.75E-07,1.57E-07,8.53E-08,1.66E-07,1.08E-07
37031250,1.39E-07,1.64E-07,1.51E-07,1.18E-07,1.36E-07,1.26E-07,1.49E-07,1.43E-07
37075000,1.44E-07,1.23E-07,1.44E-07,1.31E-07,1.89E-07,1.43E-07,1.26E-07,1.24E-07
37118750,1.36E-07,1.42E-07,1.25E-07,1.54E-07,1.33E-07,1.46E-07,1.71E-07,1.21E-07
37162500,1.19E-07,1.69E-07,1.46E-07,1.70E-07,1.91E-07,1.71E-07,2.18E-07,1.13E-07
37206250,1.27E-07,1.29E-07,1.40E-07,1.76E-07,2.08E-07,1.24E-07,1.43E-07,1.30E-07
37250000,1.41E-07,1.28E-07,1.49E-07,1.34E-07,1.43E-07,1.35E-07,1.00E-07,1.53E-07
37293750,1.49E-07,1.59E-07,1.82E-07,1.66E-07,1.48E-07,1.63E-07,1.89E-07,1.56E-07
37337500,9.38E-08,1.29E-07,1.29E-07,1.94E-07,2.04E-07,1.53E-07,1.69E-07,1.30E-07
37381250,1.26E-07,1.19E-07,1.34E-07,1.44E-07,1.44E-07,1.47E-07,1.20E-07,1.14E-07
37425000,1.02E-07,1.55E-07,1.73E-07,1.63E-07,1.36E-07,1.15E-07,1.56E-07,1.24E-07
37468750,1.06E-07,1.42E-07,1.59E-07,1.47E-07,1.23E-07,1.34E-07,1.20E-07,1.21E-07
37512500,1.02E-07,1.48E-07,1.45E-07,1.48E-07,1.50E-07,1.31E-07,1.59E-07,1.34E-07
37556250,1.67E-07,1.52E-07,1.36E-07,1.54E-07,1.54E-07,1.62E-07,1.60E-07,1.25E-07
37600000,1.82E-07,1.34E-07,1.70E-07,1.45E-07,1.33E-07,1.37E-07,1.50E-07,1.42E-07
37643750,9.01E-08,1.43E-07,1.35E-07,1.06E-07,1.48E-07,1.36E-07,1.11E-07,1.41E-07
37687500,9.17E-08,1.73E-07,1.32E-07,1.07E-07,1.30E-07,1.68E-07,1.38E-07,9.35E-08
37731250,1.26E-07,1.53E-07,1.13E-07,1.55E-07,1.39E-07,1.56E-07,1.64E-07,9.29E-08
37775000,2.07E-07,1.45E-07,1.83E-07,1.07E-07,1.48E-07,1.62E-07,1.28E-07,1.15E-07
37818750,1.25E-07,1.58E-07,1.15E-07,1.86E-07,1.35E-07,1.62E-07,1.23E-07,1.04E-07
37862500,1.29E-07,1.55E-07,9.13E-08,1.57E-07,1.64E-07,1.58E-07,1.37E-07,1.29E-07
37906250,1.36E-07,2.03E-07,1.26E-07,1.37E-07,1.48E-07,1.38E-07,1.60E-07,1.17E-07
37950000,1.63E-07,1.25E-07,1.52E-07,1.35E-07,1.98E-07,1.43E-07,1.58E-07,1.06E-07
37993750,1.35E-07,1.70E-07,1.20E-07,1.78E-07,1.17E-07,1.62E-07,1.50E-07,1.23E-07
38037500,1.42E-07,1.58E-07,1.52E-07,1.56E-07,1.64E-07,1.39E-07,1.47E-07,1.34E-07
38081250,1.22E-07,1.26E-07,1.42E-07,1.30E-07,1.32E-07,1.95E-07,2.01E-07,2.01E-07
38125000,1.08E-07,1.35E-07,1.92E-07,1.45E-07,1.47E-07,1.77E-07,1.51E-07,1.65E-07
38168750,9.27E-08,1.37E-07,1.27E-07,1.52E-07,1.60E-07,1.18E-07,1.59E-07,1.36E-07
38212500,1.03E-07,1.11E-07,1.48E-07,1.39E-07,1.54E-07,1.58E-07,1.19E-07,1.36E-07
38256250,1.23E-07,7.81E-08,1.37E-07,1.46E-07,1.58E-07,1.49E-07,1.19E-07,1.23E-07
38300000,1.27E-07,1.70E-07,1.63E-07,1.36E-07,1.68E-07,1.35E-07,1.43E-07,1.15E-07
38343750,1.29E-07,1.36E-07,1.24E-07,1.15E-07,1.67E-07,1.35E-07,1.61E-07,1.71E-07
